customer_id,customer_name,age,customer_segment,city,registration_date
2104,Budi Wijaya,29,Office Worker,Semarang,2025-07-13
2105,Gita Sari,28,Office Worker,Makassar,2025-02-23
2106,Nanda Wijaya,24,College Student,Yogyakarta,2025-07-28
2107,Salsa Pratama,33,Office Worker,Jakarta,2026-05-12
2108,Citra Kurniawan,31,Office Worker,Padang,2026-03-31
2109,Oki Permata,23,College Student,Yogyakarta,2025-03-21
2110,Oki Lestari,31,Office Worker,Pekanbaru,2025-01-08
2111,Fajar Sari,16,High School Student,Medan,2025-04-01
2112,Andi Ramadhan,18,High School Student,Bandung,2025-12-12
2113,Karin Ramadhan,15,High School Student,Surabaya,2025-12-17
2114,Eka Wijaya,32,Office Worker,Bandung,2025-07-29
2115,Tio Lestari,27,Office Worker,Jakarta,2025-09-15
2116,Maya Sari,18,High School Student,Pekanbaru,2025-02-10
2117,Hadi Wijaya,22,College Student,Padang,2025-10-31
2118,Tio Sari,30,Office Worker,Semarang,2025-08-29
2119,Lina Sari,17,High School Student,Surabaya,2026-06-18
2120,Intan Ramadhan,35,Office Worker,Medan,2025-09-02
2121,Oki Sari,24,Office Worker,Semarang,2025-10-31
2122,Karin Lestari,24,College Student,Makassar,2026-06-19
2123,Andi Sari,30,Office Worker,Surabaya,2025-04-21
2124,Salsa Sari,21,College Student,Bandung,2025-05-10
2125,Citra Kurniawan,26,Office Worker,Medan,2025-12-28
2126,Eka Sari,28,Office Worker,Semarang,2025-09-17
2127,Maya Saputra,27,Office Worker,Makassar,2026-06-15
2128,Karin Pratama,16,High School Student,Padang,2025-08-02
2129,Gita Ramadhan,29,Office Worker,Yogyakarta,2025-02-22
2130,Fajar Saputra,20,College Student,Medan,2025-07-09
2131,Tio Permata,17,High School Student,Jakarta,2026-05-06
2132,Tio Saputra,18,High School Student,Makassar,2025-05-24
2133,Citra Ramadhan,23,College Student,Bandung,2025-06-29
2134,Dina Ramadhan,19,College Student,Jakarta,2026-06-03
2135,Rian Ramadhan,27,Office Worker,Makassar,2025-03-09
2136,Tio Kurniawan,28,Office Worker,Surabaya,2025-04-18
2137,Dina Sari,15,High School Student,Jakarta,2025-07-04
2138,Dina Ramadhan,31,Office Worker,Surabaya,2025-05-31
2139,Budi Lestari,16,High School Student,Padang,2026-04-20
2140,Fajar Putra,35,Office Worker,Jakarta,2025-04-12
2141,Oki Ramadhan,33,Office Worker,Surabaya,2025-05-19
2142,Budi Permata,24,College Student,Palembang,2026-01-23
2143,Andi Sari,25,Office Worker,Makassar,2026-05-04
2144,Salsa Lestari,22,College Student,Surabaya,2025-02-27
2145,Oki Nugraha,18,College Student,Pekanbaru,2025-03-29
2146,Karin Putra,33,Office Worker,Palembang,2025-05-02
2147,Hadi Ramadhan,23,College Student,Jakarta,2025-09-01
2148,Oki Nugraha,24,College Student,Surabaya,2025-03-08
2149,Maya Permata,21,College Student,Semarang,2025-10-21
2150,Lina Permata,26,Office Worker,Semarang,2025-05-10
2151,Andi Wijaya,20,College Student,Surabaya,2025-02-09
2152,Hadi Sari,15,High School Student,Jakarta,2025-07-31
2153,Lina Sari,23,Office Worker,Jakarta,2025-02-25
2154,Citra Kurniawan,29,Office Worker,Padang,2025-10-18
2155,Hadi Putra,17,High School Student,Pekanbaru,2025-12-18
2156,Tio Permata,16,High School Student,Pekanbaru,2025-05-02
2157,Fajar Saputra,18,High School Student,Semarang,2025-04-05
2158,Karin Sari,21,College Student,Makassar,2026-03-04
2159,Budi Nugraha,22,College Student,Makassar,2026-03-25
2160,Dina Kurniawan,26,Office Worker,Semarang,2025-12-10
2161,Maya Saputra,35,Office Worker,Padang,2025-01-03
2162,Maya Sari,22,Office Worker,Jakarta,2025-01-30
2163,Rian Putra,23,College Student,Surabaya,2025-09-12
2164,Salsa Nugraha,23,Office Worker,Pekanbaru,2025-02-14
2165,Budi Nugraha,23,College Student,Makassar,2025-06-26
2166,Fajar Nugraha,26,Office Worker,Jakarta,2025-08-10
2167,Vina Putra,27,Office Worker,Yogyakarta,2025-05-02
2168,Karin Putra,17,High School Student,Makassar,2025-10-02
2169,Rian Lestari,29,Office Worker,Yogyakarta,2025-11-08
2170,Budi Wijaya,18,College Student,Yogyakarta,2026-02-22
2171,Maya Pratama,34,Office Worker,Bandung,2025-11-25
2172,Citra Lestari,17,High School Student,Jakarta,2025-04-13
2173,Hadi Permata,18,High School Student,Bandung,2025-10-09
2174,Maya Sari,27,Office Worker,Yogyakarta,2025-09-02
2175,Gita Nugraha,15,High School Student,Jakarta,2025-05-13
2176,Rian Lestari,33,Office Worker,Bandung,2025-12-07
2177,Dina Sari,21,College Student,Pekanbaru,2025-01-22
2178,Nanda Nugraha,23,Office Worker,Pekanbaru,2025-05-30
2179,Budi Putra,23,Office Worker,Pekanbaru,2025-06-16
2180,Salsa Putra,24,College Student,Makassar,2025-12-11
2181,Karin Saputra,22,College Student,Jakarta,2026-04-06
2182,Putri Nugraha,18,High School Student,Padang,2025-09-17
2183,Dina Pratama,17,High School Student,Padang,2025-07-19
2184,Nanda Putra,22,College Student,Bandung,2025-01-05
2185,Joko Wijaya,32,Office Worker,Padang,2025-10-27
2186,Dina Permata,22,Office Worker,Palembang,2026-06-20
2187,Citra Kurniawan,22,Office Worker,Palembang,2025-08-24
2188,Dina Lestari,26,Office Worker,Jakarta,2026-06-24
2189,Oki Permata,23,Office Worker,Yogyakarta,2025-06-01
2190,Fajar Putra,29,Office Worker,Makassar,2025-09-03
2191,Maya Sari,23,College Student,Jakarta,2025-01-05
2192,Vina Permata,24,Office Worker,Medan,2025-01-13
2193,Eka Lestari,22,Office Worker,Padang,2026-04-10
2194,Eka Pratama,22,College Student,Jakarta,2025-10-13
2195,Joko Nugraha,16,High School Student,Padang,2025-12-05
2196,Tio Wijaya,19,College Student,Bandung,2025-08-02
2197,Vina Sari,19,College Student,Makassar,2025-04-23
2198,Putri Nugraha,28,Office Worker,Medan,2025-12-04
2199,Rian Nugraha,23,College Student,Makassar,2025-03-31
2200,Nanda Nugraha,21,College Student,Jakarta,2026-04-21
2201,Eka Saputra,29,Office Worker,Jakarta,2025-01-30
2202,Nanda Saputra,17,High School Student,Medan,2026-06-24
2203,Vina Pratama,23,College Student,Yogyakarta,2026-04-13
2204,Gita Pratama,16,High School Student,Pekanbaru,2026-01-23
2205,Citra Lestari,34,Office Worker,Semarang,2025-12-23
2206,Gita Ramadhan,29,Office Worker,Medan,2026-06-30
2207,Oki Sari,20,College Student,Jakarta,2026-04-04
2208,Putri Putra,27,Office Worker,Palembang,2026-04-16
2209,Fajar Permata,22,College Student,Palembang,2025-08-15
2210,Karin Pratama,28,Office Worker,Jakarta,2025-07-10
2211,Budi Ramadhan,31,Office Worker,Jakarta,2025-01-02
2212,Dina Wijaya,32,Office Worker,Medan,2025-04-28
2213,Gita Sari,15,High School Student,Medan,2025-11-04
2214,Putri Saputra,22,Office Worker,Semarang,2025-01-15
2215,Hadi Pratama,28,Office Worker,Surabaya,2026-02-28
2216,Joko Sari,22,College Student,Palembang,2026-04-24
2217,Putri Lestari,32,Office Worker,Semarang,2025-04-06
2218,Lina Pratama,22,College Student,Palembang,2025-02-24
2219,Maya Wijaya,24,Office Worker,Pekanbaru,2025-10-05
2220,Tio Lestari,17,High School Student,Yogyakarta,2026-02-17
2221,Nanda Saputra,26,Office Worker,Palembang,2025-09-02
2222,Eka Permata,24,College Student,Yogyakarta,2026-01-31
2223,Fajar Saputra,18,High School Student,Palembang,2026-04-16
2224,Nanda Permata,17,High School Student,Jakarta,2025-02-07
2225,Andi Wijaya,16,High School Student,Surabaya,2025-05-20
2226,Rian Saputra,19,College Student,Surabaya,2025-07-02
2227,Joko Nugraha,20,College Student,Jakarta,2025-08-01
2228,Maya Permata,23,College Student,Semarang,2025-05-06
2229,Lina Permata,20,College Student,Pekanbaru,2025-05-20
2230,Hadi Wijaya,23,College Student,Pekanbaru,2026-04-24
2231,Oki Permata,26,Office Worker,Medan,2026-06-05
2232,Salsa Ramadhan,15,High School Student,Pekanbaru,2026-04-08
2233,Lina Kurniawan,33,Office Worker,Jakarta,2025-02-01
2234,Vina Ramadhan,24,Office Worker,Jakarta,2025-08-23
2235,Vina Saputra,33,Office Worker,Semarang,2025-03-14
2236,Maya Ramadhan,20,College Student,Bandung,2026-04-17
2237,Lina Sari,34,Office Worker,Jakarta,2025-10-19
2238,Dina Sari,15,High School Student,Surabaya,2025-10-15
2239,Maya Putra,16,High School Student,Bandung,2025-08-01
2240,Tio Saputra,17,High School Student,Jakarta,2025-06-16
2241,Salsa Lestari,26,Office Worker,Medan,2025-02-18
2242,Joko Ramadhan,15,High School Student,Jakarta,2025-08-09
2243,Dina Wijaya,20,College Student,Jakarta,2026-02-06
2244,Nanda Saputra,35,Office Worker,Yogyakarta,2025-10-16
2245,Rian Saputra,35,Office Worker,Surabaya,2025-06-28
2246,Salsa Nugraha,23,College Student,Pekanbaru,2025-06-20
2247,Intan Pratama,16,High School Student,Bandung,2025-01-04
2248,Dina Lestari,22,Office Worker,Makassar,2025-12-02
2249,Gita Lestari,20,College Student,Semarang,2025-07-14
2250,Tio Putra,17,High School Student,Surabaya,2026-04-09
2251,Citra Putra,15,High School Student,Bandung,2026-04-12
2252,Salsa Nugraha,26,Office Worker,Jakarta,2025-12-10
2253,Vina Kurniawan,22,Office Worker,Yogyakarta,2025-07-27
2254,Tio Nugraha,29,Office Worker,Medan,2026-05-18
2255,Putri Lestari,28,Office Worker,Bandung,2025-05-10
2256,Maya Ramadhan,24,College Student,Makassar,2025-01-01
2257,Putri Saputra,24,College Student,Surabaya,2026-05-02
2258,Rian Pratama,23,College Student,Pekanbaru,2026-03-24
2259,Gita Saputra,22,College Student,Yogyakarta,2025-11-19
2260,Andi Permata,18,College Student,Yogyakarta,2025-01-24
2261,Joko Permata,30,Office Worker,Palembang,2026-01-12
2262,Oki Nugraha,32,Office Worker,Makassar,2025-06-05
2263,Putri Lestari,30,Office Worker,Makassar,2025-09-29
2264,Oki Pratama,22,College Student,Makassar,2025-04-03
2265,Karin Saputra,35,Office Worker,Surabaya,2026-06-08
2266,Putri Saputra,24,Office Worker,Surabaya,2025-05-01
2267,Hadi Kurniawan,18,College Student,Bandung,2026-03-28
2268,Karin Pratama,24,Office Worker,Yogyakarta,2025-11-18
2269,Andi Sari,18,High School Student,Jakarta,2025-01-31
2270,Hadi Wijaya,20,College Student,Surabaya,2026-03-10
2271,Dina Permata,17,High School Student,Jakarta,2025-05-09
2272,Tio Putra,23,College Student,Pekanbaru,2026-03-29
2273,Intan Pratama,24,College Student,Palembang,2026-03-12
2274,Salsa Pratama,25,Office Worker,Bandung,2026-05-22
2275,Nanda Permata,28,Office Worker,Semarang,2025-11-13
2276,Joko Sari,33,Office Worker,Surabaya,2026-04-09
2277,Nanda Sari,32,Office Worker,Surabaya,2025-11-24
2278,Lina Ramadhan,22,College Student,Makassar,2025-04-19
2279,Putri Nugraha,35,Office Worker,Pekanbaru,2026-06-10
2280,Karin Permata,15,High School Student,Bandung,2026-04-20
2281,Maya Putra,23,College Student,Makassar,2026-01-27
2282,Gita Lestari,23,College Student,Surabaya,2025-04-23
2283,Rian Ramadhan,24,College Student,Palembang,2025-10-13
2284,Nanda Saputra,17,High School Student,Semarang,2025-12-13
2285,Vina Nugraha,15,High School Student,Medan,2025-09-18
2286,Hadi Ramadhan,19,College Student,Padang,2025-11-03
2287,Budi Nugraha,33,Office Worker,Bandung,2025-02-03
2288,Oki Nugraha,24,College Student,Medan,2025-06-18
2289,Fajar Pratama,24,College Student,Surabaya,2025-12-11
2290,Hadi Wijaya,17,High School Student,Pekanbaru,2025-05-26
2291,Eka Sari,32,Office Worker,Palembang,2026-06-16
2292,Tio Lestari,22,College Student,Palembang,2026-06-22
2293,Maya Ramadhan,15,High School Student,Yogyakarta,2025-09-03
2294,Eka Sari,24,College Student,Jakarta,2025-12-07
2295,Joko Wijaya,17,High School Student,Jakarta,2025-03-22
2296,Maya Saputra,17,High School Student,Bandung,2025-07-10
2297,Dina Wijaya,18,High School Student,Makassar,2025-10-10
2298,Oki Permata,17,High School Student,Yogyakarta,2026-05-04
2299,Dina Ramadhan,17,High School Student,Makassar,2025-02-04
2300,Eka Sari,23,College Student,Bandung,2025-10-21
2301,Citra Sari,23,Office Worker,Pekanbaru,2025-02-11
2302,Lina Wijaya,23,College Student,Pekanbaru,2025-06-19
2303,Fajar Putra,19,College Student,Pekanbaru,2026-01-29
2304,Fajar Lestari,20,College Student,Semarang,2025-07-07
2305,Citra Nugraha,35,Office Worker,Surabaya,2025-10-23
2306,Intan Putra,21,College Student,Palembang,2026-01-20
2307,Putri Ramadhan,18,High School Student,Yogyakarta,2025-03-05
2308,Putri Kurniawan,27,Office Worker,Bandung,2025-03-22
2309,Salsa Kurniawan,15,High School Student,Makassar,2025-07-04
2310,Joko Lestari,19,College Student,Padang,2026-04-06
2311,Fajar Kurniawan,19,College Student,Semarang,2025-12-11
2312,Lina Permata,28,Office Worker,Semarang,2026-06-22
2313,Eka Saputra,21,College Student,Pekanbaru,2025-08-26
2314,Tio Pratama,23,Office Worker,Surabaya,2025-10-23
2315,Dina Saputra,23,Office Worker,Palembang,2026-05-02
2316,Lina Saputra,17,High School Student,Jakarta,2026-01-04
2317,Rian Lestari,21,College Student,Makassar,2025-10-26
2318,Budi Permata,23,College Student,Jakarta,2025-03-31
2319,Fajar Sari,20,College Student,Bandung,2026-03-16
2320,Gita Sari,23,College Student,Makassar,2026-06-13
2321,Oki Permata,26,Office Worker,Jakarta,2025-03-29
2322,Lina Nugraha,26,Office Worker,Jakarta,2025-01-24
2323,Nanda Wijaya,23,Office Worker,Yogyakarta,2025-11-28
2324,Rian Putra,22,College Student,Bandung,2025-02-27
2325,Gita Kurniawan,32,Office Worker,Jakarta,2026-04-09
2326,Nanda Lestari,23,Office Worker,Bandung,2025-07-08
2327,Vina Nugraha,28,Office Worker,Makassar,2026-04-09
2328,Maya Kurniawan,15,High School Student,Bandung,2025-08-10
2329,Gita Pratama,30,Office Worker,Semarang,2025-12-19
2330,Joko Ramadhan,15,High School Student,Surabaya,2025-02-20
2331,Oki Kurniawan,18,College Student,Bandung,2025-03-29
2332,Maya Sari,17,High School Student,Jakarta,2025-08-10
2333,Andi Kurniawan,30,Office Worker,Makassar,2026-05-03
2334,Citra Kurniawan,27,Office Worker,Padang,2025-06-16
2335,Vina Kurniawan,15,High School Student,Jakarta,2025-04-11
2336,Oki Putra,19,College Student,Jakarta,2026-02-28
2337,Gita Permata,21,College Student,Medan,2026-06-09
2338,Vina Pratama,23,College Student,Pekanbaru,2025-05-27
2339,Dina Lestari,18,High School Student,Jakarta,2025-09-19
2340,Tio Nugraha,21,College Student,Bandung,2025-05-26
2341,Putri Wijaya,23,Office Worker,Yogyakarta,2026-05-03
2342,Karin Kurniawan,18,High School Student,Medan,2026-06-05
2343,Oki Wijaya,16,High School Student,Jakarta,2025-03-22
2344,Nanda Putra,20,College Student,Jakarta,2025-05-06
2345,Fajar Nugraha,35,Office Worker,Medan,2025-05-19
2346,Rian Saputra,25,Office Worker,Jakarta,2025-05-19
2347,Karin Permata,30,Office Worker,Jakarta,2025-03-13
2348,Fajar Sari,19,College Student,Semarang,2025-09-02
2349,Rian Putra,18,College Student,Padang,2025-07-29
2350,Andi Kurniawan,18,High School Student,Padang,2025-07-13
2351,Oki Permata,33,Office Worker,Pekanbaru,2026-06-22
2352,Lina Sari,35,Office Worker,Yogyakarta,2025-11-28
2353,Oki Kurniawan,26,Office Worker,Jakarta,2026-05-26
2354,Putri Saputra,28,Office Worker,Jakarta,2025-10-20
2355,Oki Sari,29,Office Worker,Jakarta,2025-02-05
2356,Maya Sari,17,High School Student,Makassar,2026-06-12
2357,Rian Lestari,26,Office Worker,Pekanbaru,2025-03-19
2358,Andi Nugraha,18,High School Student,Jakarta,2025-01-21
2359,Hadi Pratama,19,College Student,Bandung,2025-09-02
2360,Gita Saputra,17,High School Student,Semarang,2026-01-30
2361,Gita Sari,18,High School Student,Jakarta,2025-02-23
2362,Intan Ramadhan,18,College Student,Semarang,2025-04-03
2363,Dina Sari,19,College Student,Makassar,2025-10-20
2364,Gita Permata,20,College Student,Jakarta,2026-01-11
2365,Salsa Kurniawan,18,College Student,Jakarta,2025-06-25
2366,Nanda Putra,18,High School Student,Jakarta,2025-07-09
2367,Nanda Nugraha,17,High School Student,Jakarta,2025-07-11
2368,Rian Kurniawan,24,College Student,Palembang,2025-03-09
2369,Nanda Lestari,22,College Student,Jakarta,2025-11-20
2370,Eka Lestari,32,Office Worker,Medan,2025-06-04
2371,Fajar Lestari,22,Office Worker,Padang,2026-03-30
2372,Karin Lestari,29,Office Worker,Makassar,2025-08-14
2373,Fajar Lestari,23,Office Worker,Medan,2025-08-21
2374,Nanda Permata,18,College Student,Jakarta,2026-05-23
2375,Citra Sari,23,Office Worker,Bandung,2025-04-14
2376,Budi Sari,24,College Student,Palembang,2026-04-11
2377,Rian Lestari,22,College Student,Jakarta,2026-03-04
2378,Intan Pratama,26,Office Worker,Bandung,2026-03-18
2379,Hadi Kurniawan,18,College Student,Makassar,2025-05-06
2380,Intan Putra,30,Office Worker,Jakarta,2025-02-05
2381,Putri Permata,23,Office Worker,Jakarta,2025-08-26
2382,Gita Pratama,23,Office Worker,Yogyakarta,2025-08-30
2383,Gita Ramadhan,24,Office Worker,Jakarta,2025-05-13
2384,Eka Pratama,24,College Student,Jakarta,2025-08-15
2385,Hadi Lestari,20,College Student,Jakarta,2026-02-07
2386,Andi Pratama,20,College Student,Semarang,2026-01-31
2387,Citra Putra,18,College Student,Makassar,2025-03-31
2388,Putri Putra,35,Office Worker,Pekanbaru,2025-09-12
2389,Gita Nugraha,35,Office Worker,Jakarta,2025-03-24
2390,Oki Putra,35,Office Worker,Jakarta,2026-05-15
2391,Budi Putra,23,College Student,Padang,2025-11-05
2392,Budi Lestari,17,High School Student,Semarang,2026-06-16
2393,Eka Permata,18,College Student,Palembang,2025-03-25
2394,Oki Pratama,16,High School Student,Pekanbaru,2025-01-27
2395,Andi Saputra,34,Office Worker,Makassar,2026-01-14
2396,Oki Kurniawan,21,College Student,Jakarta,2025-11-26
2397,Lina Nugraha,15,High School Student,Jakarta,2026-01-28
2398,Budi Sari,15,High School Student,Yogyakarta,2025-08-05
2399,Gita Nugraha,22,Office Worker,Bandung,2026-01-16
2400,Intan Saputra,33,Office Worker,Surabaya,2026-05-23
2401,Dina Saputra,19,College Student,Pekanbaru,2025-10-10
2402,Andi Kurniawan,16,High School Student,Surabaya,2025-08-02
2403,Lina Nugraha,19,College Student,Bandung,2025-06-05
2404,Citra Permata,20,College Student,Makassar,2026-06-14
2405,Rian Wijaya,23,Office Worker,Jakarta,2025-06-08
2406,Karin Putra,32,Office Worker,Medan,2025-02-10
2407,Lina Saputra,20,College Student,Jakarta,2026-05-20
2408,Salsa Kurniawan,18,High School Student,Yogyakarta,2026-06-03
2409,Eka Nugraha,31,Office Worker,Jakarta,2025-01-05
2410,Rian Ramadhan,19,College Student,Yogyakarta,2025-01-21
2411,Nanda Sari,29,Office Worker,Jakarta,2025-08-30
2412,Nanda Permata,18,High School Student,Medan,2025-04-16
2413,Salsa Pratama,23,College Student,Semarang,2025-12-09
2414,Lina Ramadhan,18,High School Student,Bandung,2026-02-21
2415,Intan Lestari,21,College Student,Surabaya,2025-02-07
2416,Salsa Pratama,32,Office Worker,Palembang,2025-12-02
2417,Tio Permata,21,College Student,Jakarta,2026-04-18
2418,Putri Sari,17,High School Student,Makassar,2025-04-23
2419,Intan Putra,15,High School Student,Jakarta,2025-09-08
2420,Gita Lestari,20,College Student,Semarang,2025-12-11
2421,Hadi Putra,17,High School Student,Yogyakarta,2025-03-12
2422,Rian Kurniawan,18,High School Student,Surabaya,2025-09-21
2423,Budi Sari,35,Office Worker,Jakarta,2026-01-19
2424,Maya Nugraha,18,College Student,Jakarta,2026-01-26
2425,Dina Pratama,22,College Student,Makassar,2026-04-18
2426,Rian Wijaya,34,Office Worker,Semarang,2026-05-26
2427,Rian Putra,16,High School Student,Medan,2025-05-14
2428,Citra Lestari,26,Office Worker,Bandung,2026-01-24
2429,Budi Ramadhan,18,College Student,Jakarta,2025-03-02
2430,Dina Permata,31,Office Worker,Palembang,2026-04-15
2431,Budi Saputra,22,Office Worker,Makassar,2025-12-17
2432,Karin Ramadhan,25,Office Worker,Jakarta,2025-02-27
2433,Eka Kurniawan,24,Office Worker,Semarang,2025-07-04
2434,Vina Nugraha,20,College Student,Jakarta,2025-07-22
2435,Rian Saputra,29,Office Worker,Yogyakarta,2025-02-01
2436,Citra Nugraha,21,College Student,Surabaya,2025-06-18
2437,Vina Lestari,21,College Student,Semarang,2025-01-22
2438,Tio Kurniawan,24,College Student,Makassar,2025-03-20
2439,Rian Ramadhan,24,College Student,Palembang,2025-05-16
2440,Gita Lestari,17,High School Student,Makassar,2025-10-29
2441,Dina Lestari,24,College Student,Bandung,2026-01-22
2442,Citra Putra,24,College Student,Makassar,2026-06-26
2443,Intan Pratama,29,Office Worker,Yogyakarta,2025-10-11
2444,Oki Lestari,35,Office Worker,Jakarta,2025-11-25
2445,Gita Pratama,19,College Student,Medan,2026-04-05
2446,Gita Nugraha,24,College Student,Makassar,2025-06-02
2447,Putri Kurniawan,19,College Student,Jakarta,2026-05-02
2448,Hadi Ramadhan,16,High School Student,Medan,2025-07-10
2449,Budi Putra,18,High School Student,Semarang,2025-02-21
2450,Nanda Permata,24,College Student,Jakarta,2025-12-07
2451,Oki Sari,20,College Student,Semarang,2026-06-09
2452,Vina Putra,27,Office Worker,Surabaya,2025-01-17
2453,Karin Saputra,20,College Student,Bandung,2025-08-30
2454,Intan Ramadhan,24,College Student,Pekanbaru,2025-12-06
2455,Andi Wijaya,20,College Student,Pekanbaru,2026-02-15
2456,Joko Nugraha,17,High School Student,Yogyakarta,2025-10-21
2457,Lina Sari,23,College Student,Palembang,2025-01-28
2458,Andi Kurniawan,22,Office Worker,Medan,2026-02-14
2459,Maya Wijaya,23,College Student,Palembang,2025-12-25
2460,Gita Lestari,18,College Student,Semarang,2026-02-20
2461,Putri Putra,26,Office Worker,Makassar,2025-07-01
2462,Tio Sari,22,Office Worker,Semarang,2025-12-06
2463,Dina Lestari,31,Office Worker,Pekanbaru,2025-12-19
2464,Andi Pratama,19,College Student,Surabaya,2025-03-10
2465,Maya Wijaya,27,Office Worker,Makassar,2026-04-22
2466,Maya Kurniawan,16,High School Student,Yogyakarta,2025-11-21
2467,Eka Sari,19,College Student,Jakarta,2026-05-09
2468,Andi Saputra,15,High School Student,Semarang,2025-10-22
2469,Karin Permata,19,College Student,Padang,2025-07-28
2470,Intan Nugraha,21,College Student,Jakarta,2025-06-06
2471,Eka Kurniawan,18,High School Student,Pekanbaru,2025-03-16
2472,Hadi Saputra,25,Office Worker,Jakarta,2025-10-14
2473,Gita Pratama,22,Office Worker,Semarang,2025-08-19
2474,Karin Kurniawan,35,Office Worker,Bandung,2025-09-28
2475,Citra Saputra,23,College Student,Jakarta,2025-03-24
2476,Vina Permata,24,Office Worker,Jakarta,2025-09-22
2477,Citra Saputra,15,High School Student,Padang,2025-09-26
2478,Eka Permata,33,Office Worker,Jakarta,2025-10-28
2479,Eka Putra,18,High School Student,Yogyakarta,2025-03-31
2480,Putri Saputra,23,Office Worker,Jakarta,2025-12-26
2481,Putri Pratama,21,College Student,Yogyakarta,2025-10-27
2482,Hadi Nugraha,23,Office Worker,Padang,2025-01-02
2483,Budi Putra,23,Office Worker,Makassar,2026-02-17
2484,Eka Lestari,17,High School Student,Bandung,2025-06-25
2485,Oki Lestari,18,College Student,Jakarta,2025-05-05
2486,Citra Sari,31,Office Worker,Palembang,2025-06-27
2487,Dina Lestari,19,College Student,Semarang,2025-01-05
2488,Lina Ramadhan,27,Office Worker,Surabaya,2025-04-27
2489,Andi Saputra,20,College Student,Jakarta,2026-03-07
2490,Nanda Putra,19,College Student,Medan,2026-01-25
2491,Gita Lestari,22,College Student,Bandung,2026-04-24
2492,Intan Saputra,15,High School Student,Surabaya,2026-04-16
2493,Hadi Ramadhan,29,Office Worker,Padang,2025-12-16
2494,Andi Permata,22,College Student,Semarang,2025-03-25
2495,Budi Sari,21,College Student,Makassar,2025-08-15
2496,Putri Ramadhan,18,College Student,Jakarta,2026-03-29
2497,Dina Nugraha,21,College Student,Palembang,2026-03-23
2498,Rian Permata,35,Office Worker,Bandung,2025-04-21
2499,Citra Kurniawan,23,Office Worker,Bandung,2025-11-19
2500,Oki Permata,20,College Student,Palembang,2026-06-08
2501,Citra Permata,26,Office Worker,Yogyakarta,2026-06-23
2502,Hadi Nugraha,33,Office Worker,Makassar,2025-04-15
2503,Maya Pratama,19,College Student,Yogyakarta,2025-03-27
2504,Lina Permata,34,Office Worker,Jakarta,2026-05-18
2505,Salsa Wijaya,15,High School Student,Bandung,2026-05-21
2506,Intan Sari,16,High School Student,Yogyakarta,2025-06-05
2507,Tio Nugraha,27,Office Worker,Padang,2026-05-11
2508,Tio Lestari,24,College Student,Bandung,2026-01-21
2509,Vina Putra,25,Office Worker,Medan,2026-04-08
2510,Citra Wijaya,28,Office Worker,Makassar,2026-06-27
2511,Karin Putra,17,High School Student,Semarang,2025-04-23
2512,Maya Lestari,31,Office Worker,Medan,2026-03-22
2513,Joko Saputra,20,College Student,Makassar,2025-10-14
2514,Lina Sari,24,College Student,Yogyakarta,2025-07-20
2515,Karin Lestari,25,Office Worker,Jakarta,2026-01-14
2516,Citra Sari,34,Office Worker,Jakarta,2026-05-28
2517,Dina Putra,15,High School Student,Pekanbaru,2025-09-22
2518,Hadi Ramadhan,18,College Student,Surabaya,2025-07-07
2519,Maya Wijaya,28,Office Worker,Yogyakarta,2025-12-23
2520,Fajar Ramadhan,29,Office Worker,Makassar,2025-08-29
2521,Tio Permata,29,Office Worker,Bandung,2025-07-12
2522,Oki Saputra,16,High School Student,Yogyakarta,2025-04-20
2523,Oki Pratama,18,College Student,Padang,2026-05-14
2524,Budi Sari,23,College Student,Surabaya,2025-03-06
2525,Putri Nugraha,32,Office Worker,Yogyakarta,2025-03-06
2526,Putri Kurniawan,21,College Student,Pekanbaru,2025-11-13
2527,Tio Saputra,17,High School Student,Palembang,2025-04-05
2528,Oki Permata,26,Office Worker,Jakarta,2026-04-04
2529,Budi Sari,16,High School Student,Pekanbaru,2026-01-30
2530,Joko Ramadhan,26,Office Worker,Surabaya,2025-07-15
2531,Eka Saputra,28,Office Worker,Padang,2025-02-08
2532,Dina Pratama,35,Office Worker,Bandung,2025-05-29
2533,Salsa Permata,18,College Student,Palembang,2026-01-11
2534,Fajar Permata,17,High School Student,Jakarta,2026-01-01
2535,Vina Lestari,30,Office Worker,Jakarta,2026-04-01
2536,Joko Saputra,25,Office Worker,Jakarta,2025-10-03
2537,Intan Lestari,31,Office Worker,Yogyakarta,2026-05-25
2538,Tio Ramadhan,16,High School Student,Jakarta,2025-08-26
2539,Nanda Kurniawan,31,Office Worker,Semarang,2026-02-09
2540,Hadi Sari,25,Office Worker,Jakarta,2025-06-12
2541,Nanda Putra,27,Office Worker,Pekanbaru,2025-11-16
2542,Putri Permata,29,Office Worker,Yogyakarta,2025-03-10
2543,Fajar Nugraha,35,Office Worker,Bandung,2025-04-19
2544,Lina Saputra,30,Office Worker,Jakarta,2025-06-29
2545,Hadi Wijaya,15,High School Student,Bandung,2025-05-12
2546,Nanda Nugraha,18,College Student,Semarang,2026-06-03
2547,Intan Kurniawan,15,High School Student,Bandung,2026-03-31
2548,Nanda Nugraha,20,College Student,Padang,2026-02-12
2549,Budi Sari,24,College Student,Jakarta,2025-07-04
2550,Putri Sari,15,High School Student,Medan,2026-04-02
2551,Lina Putra,20,College Student,Palembang,2026-05-20
